time (s),temperature (C)
135.88,17.27
135.98,17.17
136.08,17.14
136.19,17.12
136.29,17.17
136.39,17.16
136.49,17.01
136.6,17.03
136.7,17.02
136.8,16.92
136.9,16.93
137.01,16.84
137.11,16.81
137.21,17.02
137.31,17.02
137.41,16.88
137.52,17.09
137.62,17.04
137.72,16.83
137.83,17.03
137.93,16.92
138.03,16.79
138.13,16.97
138.24,16.99
138.34,16.91
138.44,16.92
138.54,17.01
138.65,16.89
138.75,16.96
138.85,16.9
138.95,16.95
139.06,17.06
139.16,17.06
139.26,16.91
139.36,17.13
139.47,17.03
139.57,17.15
139.67,17.19
139.77,16.96
139.88,16.84
139.98,17.08
140.08,16.78
140.18,17.1
140.29,16.99
140.39,16.99
140.49,17.0
140.59,17.07
140.7,17.14
140.8,17.02
140.9,17.12
141.0,17.21
141.11,17.08
141.21,17.15
141.31,17.06
141.41,16.97
141.52,17.17
141.62,17.07
141.72,17.03
141.83,17.17
141.93,17.12
142.03,17.09
142.13,17.15
142.24,17.15
142.34,17.26
142.44,17.09
142.54,17.21
142.65,17.16
142.75,17.24
142.85,17.17
142.95,17.09
143.05,17.34
143.16,17.54
143.26,17.15
143.36,17.36
143.47,17.39
143.57,17.21
143.67,17.28
143.77,17.08
143.88,17.34
143.98,17.5
144.08,17.18
144.18,17.33
144.29,17.28
144.39,17.15
144.49,17.33
144.59,17.17
144.7,17.09
144.8,17.19
144.9,17.27
145.0,17.21
145.11,17.16
145.21,17.01
145.31,17.34
145.41,17.15
145.52,17.17
145.62,17.09
145.72,17.03
145.82,17.05
145.93,17.12
146.03,17.09
146.13,17.05
146.23,17.02
146.34,17.02
146.44,17.0
146.54,16.97
146.64,16.97
146.75,16.96
146.85,16.94
146.95,17.15
147.05,16.71
147.16,16.93
147.26,16.89
147.36,16.9
147.47,16.77
147.57,16.85
147.67,16.84
147.77,16.83
147.87,16.85
147.98,16.8
148.08,16.89
148.18,16.9
148.29,16.72
148.39,16.56
148.49,16.66
148.59,16.84
148.7,16.93
148.8,16.88
148.9,16.78
149.0,16.9
149.11,16.67
149.21,16.87
149.31,16.74
149.41,16.65
149.52,16.98
149.62,16.48
149.72,16.78
149.82,16.93
149.93,16.75
150.03,16.75
150.13,16.7
150.23,16.67
150.34,16.72
150.44,16.8
150.54,16.7
150.64,16.44
150.75,16.72
150.85,16.66
150.95,16.61
151.05,16.6
151.16,16.61
151.26,16.51
151.36,16.54
151.46,16.53
151.57,16.43
151.67,16.48
151.77,16.73
151.87,16.37
151.98,16.36
152.08,16.59
152.18,16.59
152.28,16.49
152.39,16.49
152.49,16.45
152.59,16.35
152.69,16.53
152.8,16.43
152.9,16.51
153.0,16.47
153.1,16.36
153.21,16.23
153.31,16.45
153.41,16.21
153.52,16.25
153.62,16.09
153.72,16.42
153.82,16.3
153.92,16.35
154.03,16.22
154.13,16.4
154.23,16.34
154.34,16.26
154.44,16.37
154.54,16.39
154.64,16.2
154.74,16.24
154.85,17.06
154.95,16.21
155.05,16.11
155.16,16.35
155.26,16.18
155.36,16.11
155.46,16.27
155.57,16.08
155.67,16.16
155.77,16.19
155.87,15.96
155.98,16.33
156.08,16.01
156.18,16.19
156.28,15.85
156.39,16.22
156.49,16.13
156.59,16.08
156.69,16.03
156.8,16.03
156.9,15.92
157.0,16.03
157.1,16.18
157.21,16.05
157.31,16.0
157.41,16.19
157.51,15.95
157.62,15.96
157.72,16.09
157.82,16.03
157.92,15.92
158.03,15.92
158.13,15.87
158.23,16.1
158.33,15.94
158.44,15.95
158.54,15.9
158.64,15.98
158.74,16.01
158.85,16.06
158.95,16.03
159.05,15.9
159.15,16.05
159.26,15.99
159.36,15.98
159.46,16.01
159.56,16.15
159.67,15.95
159.77,16.13
159.87,16.12
159.98,16.03
160.08,16.05
160.18,16.22
160.28,16.0
160.38,16.17
160.49,16.15
160.59,16.06
160.69,16.03
160.8,16.06
160.9,15.99
161.0,16.13
161.1,16.17
161.21,16.11
161.31,16.17
161.41,16.1
161.51,16.19
161.62,16.13
161.72,16.28
161.82,15.99
161.92,16.23
162.02,16.21
162.13,16.15
162.23,16.28
162.33,16.22
162.44,16.33
162.54,16.14
162.64,16.21
162.74,16.26
162.85,16.29
162.95,16.35
163.05,16.28
163.15,16.09
163.26,16.4
163.36,16.17
163.46,16.23
163.56,16.23
163.66,16.21
163.77,16.26
163.87,16.39
163.97,16.25
164.08,16.24
164.18,16.3
164.28,16.49
164.38,16.26
164.49,16.47
164.59,16.22
164.69,16.31
164.79,16.36
164.9,16.18
165.0,16.44
165.1,16.33
165.2,16.2
165.31,16.37
165.41,16.43
165.51,16.18
165.61,16.37
165.72,16.23
165.82,16.19
165.92,16.3
166.02,16.26
166.13,16.32
166.23,16.17
166.33,16.25
166.43,16.17
166.54,16.13
166.64,16.33
166.74,16.19
166.85,16.12
166.95,16.28
167.05,16.2
167.15,16.05
167.26,16.23
167.36,16.09
167.46,16.21
167.56,16.11
167.66,16.28
167.77,16.17
167.87,16.11
167.97,16.09
168.08,16.13
168.18,16.19
168.28,16.03
168.38,16.07
168.49,16.09
168.59,16.33
168.69,16.17
168.79,16.23
168.9,16.16
169.0,16.22
169.1,15.99
169.2,16.15
169.31,16.15
169.41,15.97
169.51,16.03
169.61,16.02
169.72,15.92
169.82,16.11
169.92,16.09
170.02,16.03
170.13,16.04
170.23,15.93
170.33,16.06
170.43,16.03
170.54,15.86
170.64,16.05
170.74,16.09
170.84,15.92
170.95,16.01
171.05,16.04
171.15,16.04
171.25,16.04
171.36,15.92
171.46,15.97
171.56,15.88
171.66,15.91
171.77,15.87
171.87,15.96
171.97,15.88
172.08,15.91
172.18,15.8
172.28,15.96
172.38,15.81
172.48,15.89
172.59,16.08
172.69,15.97
172.79,15.91
172.9,16.01
173.0,15.85
173.1,15.87
173.2,16.06
173.3,15.97
173.41,16.03
173.51,16.04
173.61,16.0
173.72,15.75
173.82,16.01
173.92,16.01
174.02,15.97
174.13,16.03
174.23,15.97
174.33,16.09
174.43,16.02
174.54,15.7
174.64,15.96
174.74,15.96
174.84,15.93
174.95,15.83
175.05,15.9
175.15,16.04
175.25,15.93
175.36,15.89
175.46,15.83
175.56,16.01
175.66,15.99
175.77,15.91
175.87,15.96
175.97,15.77
176.07,15.94
176.18,15.98
176.28,15.98
176.38,16.03
176.48,15.84
176.59,15.83
176.69,15.84
176.79,15.63
176.89,15.86
177.0,15.85
177.1,15.87
177.2,15.79
177.3,15.87
177.41,15.71
177.51,15.78
177.61,16.65
177.71,15.63
177.82,15.83
177.92,15.69
178.02,15.74
178.12,15.82
178.23,15.76
178.33,15.67
178.43,15.62
178.54,15.79
178.64,15.68
178.74,15.71
